Album,Artist,Genre,Label,Producer,Release Date,Meta Score
Futures,Butterfly Child,['pop rock'],['dellorso'],,Nov 27 2015,78.0
Listen to Formation Look for the Signs,Nadia Reid,['folk'],['ctd'],,Nov 27 2015,81.0
I Abused Animal,Heather Leigh,['pop rock'],['editions mego'],,Nov 27 2015,84.0
Jura,Robbie Fulks,['folk'],['bloodshot records'],,Nov 27 2015,80.0
Black Rivers,Black Rivers,['pop rock'],['ignition records'],,Nov 26 2015,77.0
Mutant,Arca,['electronic'],['mute'],,Nov 20 2015,81.0
Pure Mood,Ringo Deathstarr,['pop rock'],['reverberation'],,Nov 20 2015,74.0
The Complete Matrix Tapes [Box Set],The Velvet Underground,['pop rock'],['polydor'],,Nov 20 2015,86.0
Hexadic II,Six Organs of Admittance,['pop rock'],['drag city'],,Nov 20 2015,73.0
Top 5 Dead or Alive,Jadakiss,['rap'],['def jam'],,Nov 20 2015,73.0
Live in Paris,Tinariwen,['international'],['anti'],,Nov 20 2015,83.0
Wild Winter,Smoke Fairies,['pop rock'],['full time hobby'],,Nov 20 2015,76.0
Asperities,Julia Kent,['avant garde'],['leaf'],,Nov 20 2015,84.0
Film Music [Box Set],Mikael Tariverdiev,['stage & screen'],['earth records'],,Nov 20 2015,88.0
Pleasure,Club 8,['pop rock'],['labrador'],,Nov 20 2015,74.0
Matt Berry & the Maypoles Live,Matt Berry & the Maypoles,['pop rock'],['acid jazz'],,Nov 20 2015,61.0
Sold Out,DJ Paypal,['dance'],['brainfeeder'],,Nov 13 2015,77.0
Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,['pop rock'],['ato'],,Nov 13 2015,71.0
10 Years Solo Live [Box Set],Brad Mehldau,['jazz'],['nonesuch'],,Nov 13 2015,84.0
Highly Deadly Black Tarantula,Teeth of the Sea,['pop rock'],['rocket recordings'],,Nov 13 2015,81.0
Black Record,Rocket from the Tombs,['pop rock'],['fire records'],,Nov 13 2015,73.0
AmERICa,Wreckless Eric,['pop rock'],['fire records'],,Nov 13 2015,81.0
Songs in the Dark,The Wainwright Sisters,['folk'],['pias'],,Nov 13 2015,73.0
Beings,Lanterns on the Lake,['pop rock'],['bella union'],,Nov 13 2015,79.0
Riot Boi,Le1f,['rap'],['terrible'],,Nov 13 2015,78.0
Chorusgirl,Chorusgirl,['pop rock'],['fortuna pop'],,Nov 13 2015,82.0
Modern Dancing,TRAAMS,['pop rock'],['fat cat'],,Nov 13 2015,74.0
Church in These Streets,Jeezy,['rap'],['def jam'],,Nov 13 2015,69.0
Bluenote Cafe [Live],Neil Young,['pop rock'],['reprise'],,Nov 13 2015,75.0
Junun,Shye Ben-Tzur,['pop rock'],['nonesuch'],,Nov 13 2015,79.0
Beyond Belief,Mark McGuire,['electronic'],['dead oceans records'],,Nov 13 2015,80.0
We Are Nots,Nots,['pop rock'],['goner records'],,Nov 13 2015,75.0
City Lake [Reissue],Bing & Ruth,['experimental'],['rvng intl.'],,Nov 13 2015,79.0
Solo: Songs and Collaborations 1982-2015,Tracey Thorn,['vocal'],['caroline'],,Nov 13 2015,73.0
"Songs from the North I, II & III",Swallow the Sun,['pop rock'],['century media'],,Nov 13 2015,78.0
Gode,André Bratten,['electronic'],['smalltown supersound'],,Nov 13 2015,82.0
Mini Album Thingy Wingy,The Brian Jonestown Massacre,['pop rock'],['a recordings'],,Nov 13 2015,71.0
Fake Yoga,Foxymorons,['pop rock'],['foxyphoton records'],,Nov 6 2015,73.0
On The Move,Slim Chance,['folk rock'],['fishpool records'],,Nov 6 2015,84.0
EVENIFUDONTBELIEVE,Rustie,['electronic'],['warp'],,Nov 6 2015,74.0
Elaenia,Floating Points,['electronic'],['luaka bop'],,Nov 6 2015,85.0
West Kirby Country Primary,Bill Ryder-Jones,['pop rock'],['domino'],,Nov 6 2015,81.0
"The Bootleg Series, Vol. 12: The Cutting Edge 1965-1966",Bob Dylan,['folk'],['legacy'],,Nov 6 2015,99.0
Florence,Darren Hayman,['pop rock'],['fika recordings'],,Nov 6 2015,74.0
Seems Unfair,Trust Fund,['pop rock'],['turnstile'],,Nov 6 2015,77.0
Paradise Is There: The New Tigerlily Recordings,Natalie Merchant,['pop rock'],['nonesuch'],,Nov 6 2015,78.0
Early Risers,Soldiers of Fortune,['pop rock'],['mexican summer'],,Nov 6 2015,76.0
Cool Uncle,Cool Uncle,['r&b'],['fresh young minds'],,Nov 6 2015,73.0
"And After That, We Didn't Talk",GoldLink,['rap'],,,Nov 6 2015,72.0
Many Colours,Colder,['electronic'],['bataille'],,Nov 6 2015,79.0
In Triangle Time,Kelley Stoltz,['pop rock'],['castle face'],,Nov 6 2015,84.0
MMM [Mixtape],Puff Daddy,['rap'],['bad boy'],,Nov 4 2015,69.0
Slime Season 2 [Mixtape],Young Thug,['rap'],,,Oct 31 2015,81.0
Dealer,Foxing,['pop rock'],['triple crown records'],,Oct 30 2015,76.0
The Things We Do To Find People Who Feel Like Us,Beach Slang,['punk'],['polyvinyl'],,Oct 30 2015,78.0
Return to the Moon,EL VY,['pop rock'],['4ad'],,Oct 30 2015,73.0
Many Moons,Martin Courtney,['pop rock'],['domino'],,Oct 30 2015,75.0
Silver Bullets,The Chills,['pop rock'],['fire records'],,Oct 30 2015,79.0
Bleeds,Roots Manuva,['rap'],['big dada'],,Oct 30 2015,80.0
Courting the Squall,Guy Garvey,['pop rock'],['polydor'],,Oct 30 2015,75.0
Communion,Rabit,['electronic'],['tri angle'],,Oct 30 2015,80.0
Manhattan,Jeffrey Lewis & Los Bolts,['folk'],['rough trade'],,Oct 30 2015,77.0
Mythologies,Cheatahs,['pop rock'],['wichita recordings'],,Oct 30 2015,73.0
I Am a Problem: Mind in Pieces,Wolf Eyes,['pop rock'],['third man records'],,Oct 30 2015,79.0
Teens of Style,Car Seat Headrest,['pop rock'],['matador'],,Oct 30 2015,79.0
Joy of Living: A Tribute to Ewan Maccoll,Various Artists,['folk'],['compass'],,Oct 30 2015,86.0
It's a Holiday Soul Party,Sharon Jones & the Dap-Kings,['r&b'],['daptone'],,Oct 30 2015,74.0
Animal Nature,Escort,['r&b'],['escort'],,Oct 30 2015,68.0
Manual,Boogarins,['latin'],['other music recording company'],,Oct 30 2015,77.0
Sea of Brass,British Sea Power,['pop rock'],['kartel'],,Oct 30 2015,72.0
American Man,The Yawpers,['pop rock'],['bloodshot'],,Oct 30 2015,75.0
Bad Neighbor,MED,['rap'],['bang ya head'],,Oct 30 2015,81.0
Rehumanizer,Maserati,['pop rock'],['temporary residence'],,Oct 30 2015,68.0
Dissolver,Younghusband,['pop rock'],['atp'],,Oct 30 2015,72.0
Intermission [EP],Shigeto,['electronic'],['ghostly international'],,Oct 30 2015,71.0
To Those of Earth & Other Worlds,Sun Ra & His Arkestra,['jazz'],['strut'],,Oct 30 2015,82.0
Amy [Original Motion Picture Soundtrack],Amy Winehouse,['soundtracks'],['island'],,Oct 30 2015,59.0
Vertigo,The Necks,['jazz'],['northern spy'],,Oct 30 2015,79.0
Mirrors,Reverend & the Makers,['pop rock'],['cooking vinyl'],,Oct 30 2015,72.0
Dillatronic,J Dilla,['rap'],['vintage vibez'],,Oct 30 2015,74.0
"Ork Records: New York, New York",Various Artists,['pop rock'],['numero'],,Oct 30 2015,90.0
Collaborative Works,Ólafur Arnalds,,,,Oct 30 2015,81.0
All of Something,Sports,['pop rock'],['father'],,Oct 30 2015,82.0
Kill the One You Love,GEMS,['pop rock'],['carpark records'],,Oct 30 2015,77.0
Make America Psycho Again,Fall Out Boy,['pop rock'],['island'],,Oct 30 2015,60.0
Loaded [Re-Loaded 45th Anniversary Edition Box Set],The Velvet Underground,['pop rock'],['rhino'],,Oct 30 2015,83.0
Texture Like Sun,Mo Kolours,['rap'],['one handed music'],,Oct 30 2015,78.0
In Situ,Laurel Halo,['electronic'],"[""honest jon's""]",,Oct 30 2015,73.0
Dying Surfer Meets His Maker,All Them Witches,['pop rock'],['new west'],,Oct 30 2015,72.0
International Blackjazz Society,Shining,['experimental'],['spinefarm records'],,Oct 23 2015,77.0
II,Fuzz,['pop rock'],['in the red records'],,Oct 23 2015,79.0
Pylon,Killing Joke,['pop rock'],['spinefarm records'],,Oct 23 2015,77.0
Sun Leads Me On,Half Moon Run,['alternative indie rock'],['glassnote entertainment group'],,Oct 23 2015,74.0
Deeper than Sky,Vhol,['pop rock'],['profound lore'],,Oct 23 2015,86.0
Pretend,Seinabo Sey,['r&b'],['virgin'],,Oct 23 2015,69.0
Elsewhere,Denai Moore,['pop rock'],['rhino'],,Oct 23 2015,75.0
I Changed a Lot,DJ Khaled,['rap'],['relativity entertainment'],,Oct 23 2015,63.0
Thank Your Lucky Stars,Beach House,['pop rock'],['sub pop'],,Oct 16 2015,80.0
Under The Same Sky,Basic Soul Unit,['electronic'],,,Oct 16 2015,76.0
As If,!!! [Chik Chik Chik],['electronic'],['warp'],,Oct 16 2015,74.0
Are You Alone?,Majical Cloudz,['comedy'],['matador'],,Oct 16 2015,80.0
Life,Dan Friel,['electronic'],['thrill jockey'],,Oct 16 2015,82.0
British Nuclear Bunkers,Luke Haines,['alternative indie rock'],['cherry red'],,Oct 16 2015,77.0
Everybody Come to Church,Evil Blizzard,['electronic'],['louder than war'],,Oct 16 2015,80.0
All We Need,Raury,['r&b'],['columbia'],,Oct 16 2015,65.0
Tape Loops,Chris Walla,['electronic'],['transrecords'],,Oct 16 2015,67.0
Òran Mòr Session,The Twilight Sad,['pop rock'],['fat cat'],,Oct 16 2015,70.0
Around the World & Back,State Champs,['pop rock'],['pure noise'],,Oct 16 2015,83.0
Sermon on the Rocks,Josh Ritter,['folk'],['pytheas recordings'],,Oct 16 2015,79.0
Holdin' the Bag,Supersuckers,['country'],['acetate records'],,Oct 16 2015,71.0
I Thought the Future Would Be Cooler,YACHT,['pop rock'],['downtown'],,Oct 16 2015,66.0
Real Life,Real Lies,['electronic'],['marathon artists'],,Oct 16 2015,67.0
Howl,Rival Consoles,['electronic'],['erased tapes records'],,Oct 16 2015,80.0
Magnetic Bodies/Maps of Bones,Maritime,['pop rock'],['dangerbird records'],,Oct 16 2015,75.0
Revolve,John Newman,['pop'],['island'],,Oct 16 2015,59.0
Cold Moon,Alela Diane,['pop rock'],['believe'],,Oct 16 2015,76.0
Hamilton: An American Musical [Original Broadway Cast Recording],Lin-Manuel Miranda,['rap'],['atlantic'],,Oct 16 2015,85.0
American Tragic,Wax Idols,['pop rock'],['collect records'],,Oct 16 2015,77.0
Blanket Waves [EP],Inventions,['electronic'],['temporary residence'],,Oct 16 2015,60.0
Bizarster,Luke Vibert,['electronic'],['planet mu'],,Oct 16 2015,68.0
Here in the Deep,Dave Heumann,['pop rock'],['thrill jockey'],,Oct 16 2015,73.0
Now I'm Ready,Keep Shelly in Athens,['electronic'],['friends of friends'],,Oct 16 2015,67.0
Be Small,Here We Go Magic,['pop rock'],['secretly canadian'],,Oct 16 2015,80.0
Son Little,Son Little,['r&b'],"['anti ', ' epitaph']",,Oct 16 2015,75.0
Dream All Over,Gun Outfit,['pop rock'],['paradise of bachelors'],,Oct 16 2015,84.0
Country Agenda,Alex Bleeker & the Freaks,['pop rock'],['ada'],,Oct 16 2015,69.0
Tape Hiss,Rats on Rafts,['pop rock'],['fire records'],,Oct 16 2015,71.0
Best Blues,Small Black,['pop rock'],['jagjaguwar'],,Oct 16 2015,61.0
Shape Shift,Zombi,['pop rock'],['relapse records'],,Oct 16 2015,74.0
Alberta Cross,Alberta Cross,['pop rock'],['dine alone'],,Oct 16 2015,78.0
Christine and the Queens,Christine and the Queens,['pop'],"['atlantic ', ' because music ', ' neon gold']",,Oct 16 2015,85.0
Hallucinogen [EP],Kelela,['r&b'],,,Oct 9 2015,78.0
Sore,Dilly Dally,['pop rock'],"['partisan ', ' ptkf']",,Oct 9 2015,81.0
Incidental Hum,Glenn Mercer,nan,"['bar', 'none records']",,Oct 9 2015,76.0
Still Got That Hunger,The Zombies,['pop rock'],['the end'],,Oct 9 2015,61.0
Beach Music,Alex G,['pop rock'],['domino'],,Oct 9 2015,73.0
Resolution,Penetration,['punk'],['polestar music ltd'],,Oct 9 2015,71.0
Silver Season,Israel Nash,['pop rock'],['loose music'],,Oct 9 2015,84.0
Things That Can't Be Undone,Corb Lund,['country'],['new west'],,Oct 9 2015,78.0
No No,Co La,['indie electronic'],['software'],,Oct 9 2015,75.0
Safe,Visionist,['electronic'],['pan'],,Oct 9 2015,83.0
Try to Be Hopeful,The Spook School,['pop rock'],['fortuna pop'],,Oct 9 2015,81.0
For the Company,Little May,['pop rock'],['island'],,Oct 9 2015,63.0
Adrenalin Baby: Live,Johnny Marr,['britpop'],['new voodoo'],,Oct 9 2015,73.0
Oh My Goodness,Donnie Fritts,['r&b'],['single lock records'],,Oct 9 2015,82.0
V,Wavves,['pop rock'],['warner bros.'],,Oct 2 2015,77.0
Fast Forward,Joe Jackson,['pop rock'],['earmusic'],,Oct 2 2015,81.0
Cradle to the Grave,Squeeze,['pop rock'],['caroline'],,Oct 2 2015,75.0
Arms Around a Vision,Girls Names,['pop rock'],['tough love'],,Oct 2 2015,75.0
Ruff,Born Ruffians,['pop rock'],['yep roc'],,Oct 2 2015,69.0
Age of Transparency,Autre Ne Veut,['r&b'],['downtown'],,Oct 2 2015,79.0
Women's Rights,Childbirth,['pop rock'],['suicide squeeze'],,Oct 2 2015,58.0
Radio Static High,Hey Colossus,['pop rock'],['rocket recordings'],,Oct 2 2015,88.0
Exhausting Fire,Kylesa,['pop rock'],['season of mist'],,Oct 2 2015,78.0
Why Choose,Shopping,['pop rock'],['fat cat'],,Oct 2 2015,77.0
American Dreamer,Frankie Lee,['pop rock'],['loose music'],,Oct 2 2015,80.0
I Need New Eyes,Larry Gus,['pop rock'],['dfa'],,Oct 2 2015,65.0
All Things Under Heaven,The Icarus Line,['pop rock'],['mri'],,Oct 2 2015,85.0
Darker Than Blue,Blue Daisy,['electronic'],"['r&s ', ' r&s records']",,Oct 2 2015,74.0
The  Loud Silence,Donato Dozzy,['electronic'],['forced exposure'],,Oct 2 2015,75.0
Tug of War [Deluxe Edition],Paul McCartney,['pop rock'],['universal'],,Oct 2 2015,79.0
Pipes of Peace [Deluxe Edition],Paul McCartney,['pop rock'],['universal'],,Oct 2 2015,56.0
For Use and Delight,Promised Land Sound,['pop rock'],['paradise of bachelors'],,Oct 2 2015,84.0
Trevor Jackson Presents: Science Fiction Dancehall Classics,Various Artists,['dub'],['on u sound'],,Oct 2 2015,86.0
South Broadway Athletic Club,The Bottle Rockets,['pop rock'],['bloodshot'],,Oct 2 2015,81.0
The  Loneliest Man I Ever Met,Kinky Friedman,['country'],['thirty tigers'],,Oct 2 2015,74.0
Allas Sak,Dungen,['rock'],['mexican summer'],,Sep 25 2015,81.0
Holding Hands With Jamie,Girl Band,['pop rock'],['rough trade'],,Sep 25 2015,78.0
Half Free,U.S. Girls,['experimental'],['4ad'],,Sep 25 2015,79.0
Cass County,Don Henley,['country'],['capitol'],,Sep 25 2015,73.0
Sexwitch,Sexwitch,['pop rock'],['echo'],,Sep 25 2015,79.0
Servant of Love,Patty Griffin,['folk'],['pgm'],,Sep 25 2015,82.0
1000 Days,Wand,['pop rock'],['drag city'],,Sep 25 2015,76.0
Ugly Cherries,Pwr Bttm,['pop rock'],['father'],,Sep 25 2015,79.0
Big Grams [EP],Big Grams,['rap'],['epic'],,Sep 25 2015,61.0
From Here,Stick in the Wheel,['folk'],['stick in the wheel'],,Sep 25 2015,84.0
Meow the Jewels,Run the Jewels,['rap'],['mass appeal'],,Sep 25 2015,74.0
Harmlessness,The World Is a Beautiful Place & I Am No Longer Afraid to Die,['pop rock'],['epitaph'],,Sep 25 2015,84.0
Uncovered,Shawn Colvin,['folk'],['fantasy'],,Sep 25 2015,69.0
Fish,Michael Chapman,['country'],['tompkins square'],,Sep 25 2015,86.0
Where All Is Fled,Steve Hauschildt,['electronic'],['kranky'],,Sep 25 2015,74.0
Gates of Gold,Los Lobos,['latin'],['429 records'],,Sep 25 2015,77.0
"Times Infinity, Vol. 1",The Dears,['pop rock'],['dangerbird records'],,Sep 25 2015,75.0
Cold Beer Conversation,George Strait,['country'],['mca nashville'],,Sep 25 2015,72.0
Evermore: The Art of Duality,The Underachievers,['rap'],['universal'],,Sep 25 2015,73.0
Slaves Beyond Death,Black Breath,['pop rock'],['southern lord records'],,Sep 25 2015,74.0
1989,Ryan Adams,['pop rock'],['pax am'],,Sep 21 2015,69.0
What A Time To Be Alive [Mixtape],Drake & Future,['rap'],['cash money'],,Sep 20 2015,70.0
The  Names,Baio,['pop rock'],['glassnote entertainment group'],,Sep 18 2015,78.0
Versions,Idjut Boys,['electronic'],['smalltown supersound'],,Sep 18 2015,80.0
Lost Time,Dave Alvin,['blues'],['yep roc'],,Sep 18 2015,80.0
Didn't He Ramble,Glen Hansard,['pop rock'],['epitaph'],,Sep 18 2015,79.0
Nashville Obsolete,Dave Rawlings Machine,['pop rock'],['acony records'],,Sep 18 2015,87.0
Sun Coming Down,Ought,['pop rock'],['constellation'],,Sep 18 2015,80.0
All a Man Should Do,Lucero,['pop rock'],['ato'],,Sep 18 2015,80.0
Ad Infinitum,Telekinesis,['pop rock'],['merge'],,Sep 18 2015,76.0
Songs to Play,Robert Forster,['pop rock'],['tapete records'],,Sep 18 2015,79.0
Introducing Darlene Love,Darlene Love,['r&b'],['sony music'],,Sep 18 2015,68.0
Days Gone By,Bob Moses,['electronic'],['domino'],,Sep 18 2015,73.0
Grief's Infernal Flower,Windhand,['pop rock'],['relapse records'],,Sep 18 2015,82.0
Cut With the Cake Knife,Rose McDowall,['pop rock'],['sacred bones'],,Sep 18 2015,82.0
Edition 1,King Midas Sound,['electronic'],['ninja tune'],,Sep 18 2015,78.0
The Diet,HeCTA,['electronic'],['merge'],,Sep 18 2015,71.0
Wald,Pole,['electronic'],['pole'],,Sep 18 2015,76.0
Double Down,Darwin Deez,['pop rock'],['lucky number'],,Sep 18 2015,64.0
Negative Feedback Resistor,Destruction Unit,['pop rock'],['sacred bones'],,Sep 18 2015,71.0
Polaris,Tesseract,['pop rock'],['kscope'],,Sep 18 2015,74.0
A Curious Tale of Trials & Persons,Little Simz,['rap'],['age 101'],,Sep 18 2015,80.0
Mykki Blanco Presesnts C-Ore,Mykki Blanco,['rap'],['!k7'],,Sep 18 2015,73.0
Timeline,Mild High Club,['pop rock'],['circle star'],,Sep 18 2015,71.0
Apologues,Masayoshi Fujita,['electronic'],['erased tapes records'],,Sep 18 2015,78.0
f(x),Carter Tutti Void,['electronic'],['industrial records'],,Sep 18 2015,71.0
Panhandle Rambler,Joe Ely,['country'],['rackem records'],,Sep 18 2015,85.0
Adults,Blacklisters,['pop rock'],['smalltown america'],,Sep 18 2015,69.0
Metalmania,Salad Boys,['pop rock'],['trouble in mind'],,Sep 18 2015,75.0
Delusion Moon,Meat Wave,['pop rock'],['side one dummy'],,Sep 18 2015,87.0
Slime Season [Mixtape],Young Thug,['rap'],,,Sep 16 2015,80.0
Back To The Woods,Angel Haze,['rap'],,,Sep 14 2015,82.0
"No, No, No",Beirut,['pop rock'],['4ad'],,Sep 11 2015,64.0
Good Sad Happy Bad,Micachu & the Shapes,['experimental'],['rough trade'],,Sep 11 2015,70.0
The Story of Sonny Boy Slim,"Gary Clark, Jr.",['blues'],['warner bros.'],,Sep 11 2015,76.0
Faith in the Future,Craig Finn,['pop rock'],['partisan'],,Sep 11 2015,76.0
Hollow Meadows,Richard Hawley,['pop rock'],['parlophone'],,Sep 11 2015,79.0
Me,Empress Of,['electronic'],['xl'],,Sep 11 2015,82.0
La  Vie Est Belle,Petite Noir,['pop rock'],['domino'],,Sep 11 2015,79.0
Ropewalk,The View,['pop rock'],['cooking vinyl records'],,Sep 11 2015,74.0
Till It's All Forgotten,Farao,['pop rock'],['arts & crafts'],,Sep 11 2015,70.0
Gone by the Dawn,Shannon and the Clams,['pop rock'],['hardly art'],,Sep 11 2015,74.0
Late Night Tales,Nils Frahm,['electronic'],['latenighttales'],,Sep 11 2015,81.0
The Southern Surreal,The Legendary Shack Shakers,['pop rock'],['alternative tentacles'],,Sep 11 2015,77.0
Alone & Unreal: The Best of the Clientele [Deluxe Edition],The Clientele,['pop rock'],['merge'],,Sep 4 2015,90.0
Invite the Light,Dâm-Funk,['r&b'],['stones throw'],,Sep 4 2015,77.0
Everybody's a Good Dog,Diane Coffee,['pop rock'],['western vinyl records'],,Sep 4 2015,68.0
Find a Way to Care,John Mayall,['blues'],['forty below records'],,Sep 4 2015,70.0
Too,FIDLAR,['pop rock'],['mom + pop music'],,Sep 4 2015,76.0
"Yours, Dreamily",The Arcs,['pop rock'],['nonesuch'],,Sep 4 2015,76.0
The Night Creeper,Uncle Acid and the Deadbeats,['pop rock'],['rise above records'],,Sep 4 2015,71.0
All Yours,Widowspeak,['pop rock'],['captured tracks'],,Sep 4 2015,77.0
Discreet Desires,Helena Hauff,['electronic'],['ninja tune'],,Sep 4 2015,70.0
23 Live Sex Acts [Live],Against Me!,['pop rock'],['universal'],,Sep 4 2015,78.0
Brace the Wave,Lou Barlow,['pop rock'],['joyful noise'],,Sep 4 2015,71.0
The Original Faces,Helen,['pop rock'],['kranky'],,Sep 4 2015,78.0
Illegals in Heaven,Blank Realm,['pop rock'],['fire records'],,Sep 4 2015,78.0
Empire [Box Set],Unwound,['pop rock'],['numero'],,Sep 4 2015,81.0
Freedom & Surrender,Lizz Wright,['r&b'],['concord'],,Sep 4 2015,75.0
Resistance,The Souljazz Orchestra,['jazz'],['strut'],,Sep 4 2015,61.0
Max Richter: Sleep [8 Hour Version],Max Richter,['classical'],['dg deutsche grammophon'],,Sep 4 2015,79.0
Artificial Dance,Savant,['electronic'],['rvng intl.'],,Sep 4 2015,75.0
"If He Dies, If If If If If If",Jerusalem in My Heart,['pop rock'],['constellation'],,Sep 4 2015,76.0
µ20,Various Artists,['electronic'],['planet mu'],,Sep 4 2015,84.0
Over and Even,Joan Shelley,['pop rock'],['no quarter'],,Sep 4 2015,85.0
Be Calm,Air Dubai,"['hip hop', ' pop']",['hopeless'],"['dwight a. baker', ' colin munroe']",Jul 1 2014,
From Parts Unknown,Every Time I Die,"['metalcore', ' hardcore punk', ' mathcore', ' sludge metal']",['epitaph'],['kurt ballou'],Jul 1 2014,
"I'm Almost Happy Here, But I Never Feel At Home",Hotel Books,"['spoken word', ' indie rock', ' emo']",['invogue'],"['jay maas', ' hiram hernandez']",Jul 1 2014,
Paula,Robin Thicke,['r&b'],"['star trak', ' interscope']","['robin thicke', ' pro jay']",Jul 1 2014,
Isolate and Medicate,Seether,"['post grunge', ' hard rock', ' alternative metal']","['the bicycle music company', ' concord bicycle', ' spinefarm']","[""brendan o'brien""]",Jul 1 2014,
Count on My Love,Tessanne Chin,"['pop', ' reggae fusion', ' pop rock', ' r&b', ' soul']","['republic', ' universal republic']","['chuck harmony', ' jerry duplessis', ' jevon ""babyboy"" hill', ' johann seaton', ' madmen productions', ' mark ""exit"" goodchild', ' mitchum ""khan"" chin', ' peter stengaard', ' peter svensson', ' ricardo rameshwar', ' shama ""sak pase"" joseph', ' stargate', ' sting international', ' supa dups', ' terry ""maddscientist"" thomas', ' toby gad', ' willy chin']",Jul 1 2014,
Trigga,Trey Songz,['r&b'],['atlantic'],"['a+', ' a wall', ' alvin isaacs', ' brandon ""b.a.m."" alexander', ' the breed', ' bryan ""composer"" nelson', ' christopher ""c4"" umana', "" d'mile"", ' da internz', ' danny ""denero"" klein', ' dj mustard', ' dun deal', ' the featherstones', ' the insomniakz', ' john ""sk"" mcgee', ' matt campfield', ' mike will made it', ' soundz', ' squatbeats', ' troy taylor', ' uforo ""bongo the drum gahd"" ebong', ' virtuoso']",Jul 1 2014,
Colours,Ayumi Hamasaki,"['j pop', ' dance pop', ' house', ' trance']",['avex trax'],['max matsuura'],Jul 2 2014,
Love Locs,Khia,['r&b'],['thug misses'],['khia'],Jul 4 2014,
Fragile,Midge Ure,['pop rock'],['hypertension music'],,Jul 4 2014,
4,The Red Jumpsuit Apparatus,"['post hardcore', ' pop punk', ' alternative rock', ' emo']",,"['lee miles', ' ronnie winter']",Jul 4 2014,
1000 Forms of Fear,Sia,['electropop'],"['monkey puzzle', ' rca']","['christopher braide', ' greg kurstin', ' diplo', ' jesse shatkin', ' four tet', ' france picoulet']",Jul 4 2014,
Sonic Syndicate,Sonic Syndicate,"['metalcore', ' alternative metal', ' melodic death metal']",['nuclear blast'],['roberto lahgi'],Jul 4 2014,
Left in the Dark,Tarja,"['symphonic metal', ' alternative rock']",['edel'],"['tarja', ' mic']",Jul 4 2014,
Paperback Ghosts,Comet Gain,['indie pop'],['fortuna pop!'],,Jul 7 2014,
Live Life Living,Example,['edm'],['epic'],"['alex smith', ' critikal', ' example', ' fraser t smith', ' jakob liedholm', ' sheldrake', ' steve hill', ' stuart price']",Jul 7 2014,
Red Light,f(x),"['k pop', ' electronic', ' dance pop', ' synthpop']","['s.m. entertainment', ' kt music']","['casper & b.', ' lee soo man']",Jul 7 2014,
Futurology,Manic Street Preachers,"['alternative rock', ' post punk', ' dance rock', ' krautrock']",['columbia'],"['alex silva', ' loz williams', ' manic street preachers']",Jul 7 2014,
Closer,Mike Stud,['hip hop'],['electric feel music'],['louis bell'],Jul 7 2014,
Trouble in Paradise,La Roux,"['synthpop', ' new wave', ' disco']",['polydor'],"['elly jackson', ' ian sherwin', ' al shux']",Jul 7 2014,
Ashes to Ashes,Chelsea Grin,['deathcore'],"['artery', ' razor & tie']","['chelsea grin', ' diego farias', ' stetson whitworth']",Jul 8 2014,
Sound of Change,Dirty Heads,"['reggae', ' rock', ' rap rock', ' alternative rock']",['five seven'],"['supa dups', ' buddah shampoo', ' niles', ' david bassett', ' ld', ' rome']",Jul 8 2014,
Trouble No More Live at Town Hall,John Mellencamp,"['americana', ' folk rock', ' roots rock', ' country blues', ' delta blues', ' rockabilly', ' alternative country', ' heartland rock']",['mercury'],,Jul 8 2014,
Fall For You,Leela James,"['soul', ' r&b', ' blues']",,,Jul 8 2014,
Heaven & Earth,Yes,['progressive rock'],['frontiers'],['roy thomas baker'],Jul 8 2014,
Bombs Away,Sheppard,"['indie pop', ' indie rock']","['empire of song', ' decca', ' republic']",['stuart stuart'],Jul 11 2014,
Burnt Letters,Taylor Henderson,"['pop', ' folk', ' country']",['sony music australia'],"['adrian breakspear', ' alex hope', ' jon hume', ' lindsay rimes', ' louis schoorl', ' robby de sa', ' trinity']",Jul 11 2014,
Hard Believer,Fink,['indie rock'],"[""r'coup'd"", ' ninja tune']",['billy bush'],Jul 14 2014,
Redeemer of Souls,Judas Priest,['heavy metal'],"['epic', ' columbia']","['glenn tipton', ' mike exeter']",Jul 14 2014,
Jungle,Jungle,['modern soul'],['xl'],['jungle'],Jul 14 2014,
World Peace Is None of Your Business,Morrissey,"['alternative rock', ' indie rock', ' indie pop']",['harvest'],['joe chiccarelli'],Jul 14 2014,
You Can't Stop Me,Suicide Silence,['deathcore'],['nuclear blast'],['steve evetts'],Jul 14 2014,
Phantom,Betraying the Martyrs,"['deathcore', ' metalcore', ' melodic death metal', ' progressive metal']",['sumerian'],"[""lucas d'angelo""]",Jul 15 2014,
Strange Desire,Bleachers,"['indie pop', ' alternative rock']",['rca'],"['john hill', ' vince clarke']",Jul 15 2014,
Yes!,Jason Mraz,['pop rock'],['atlantic'],"['mike mogis', ' jason mraz', ' chris keup', ' stewart myers']",Jul 15 2014,
Yesterdays,Pennywise,['punk rock'],['epitaph'],['ian petersen'],Jul 15 2014,
"No Fools, No Fun",Puss n Boots,['alternative country'],['blue note'],,Jul 15 2014,
The Black Market,Rise Against,"['punk rock', ' melodic hardcore', ' alternative rock']",['interscope'],"['bill stevenson', ' jason livermore']",Jul 15 2014,
