Album,Artist,Genre,Label,Producer,Release Date,Meta Score
You Want It Darker,Leonard Cohen,"['folk', 'pop rock', 'soft rock']",['columbia'],"['adam cohen', 'patrick leonard', 'leonard cohen']",Oct 21 2016,92.0
Running out of Love,The Radio Dept.,"['dream pop', 'indie pop', 'electronic']",['labrador'],,Oct 21 2016,82.0
Joanne,Lady Gaga,"['pop rock', 'dance pop', 'soft rock']",['interscope'],"['mark ronson', 'redone', 'jeff bhasker', 'bloodpop', 'lady gaga', 'kevin parker', 'emile haynie', 'josh homme']",Oct 21 2016,67.0
American Football (LP2),American Football,"['rock', 'post rock']",['polyvinyl'],"['american football', 'jason cupp']",Oct 21 2016,78.0
Citizen of Glass,Agnes Obel,['pop rock'],['pias'],,Oct 21 2016,82.0
Alone,The Pretenders,"['pop rock', 'rock']","['bmg rights management', 'bmg']",['dan auerbach'],Oct 21 2016,77.0
Lighthouse,David Crosby,"['pop rock', 'rock']",['groundup music'],,Oct 21 2016,77.0
Integrity Blues,Jimmy Eat World,"['pop rock', 'rock']",['rca'],['justin meldal johnsen'],Oct 21 2016,76.0
"The Lonely, The Lonesome & The Gone",Lee Ann Womack,"['country blues', 'americana', 'southern soul', 'country', 'countrypolitan']",['ato'],['frank liddell'],Oct 27 2017,77.0
The False Foundation,Archive,['electronic'],"['dangervisit', 'pias']",,Oct 7 2016,65.0
Mapping the Rendezvous,The Courteeners,"['pop rock', 'indie rock']","['ignition records', 'ignition']",,Oct 28 2016,69.0
Big Baby D.R.A.M.,D.R.A.M.,"['hip hop', 'rap']","['atlantic', 'empire']","['gabe niles', 'loshendrix', 'roofeeo', 'charlie heat', 'samtrax', 'dan stuckie', 'mike dean', 'karl rubin', 'rogét chahayed', 'j gramm', 'ricky reed', 'chris mcclenney', 'ben billions', 'cardo', 'yung exclusive', 'donnie trumpet', 'the anmls', 'pablo dylan']",Oct 21 2016,80.0
Beyond Now,Donny McCaslin,['jazz'],['motéma music'],,Oct 14 2016,80.0
The Deaner Album,The Dean Ween Group,['pop rock'],['ato'],['dean ween'],Oct 21 2016,74.0
Meaning of Life,Kelly Clarkson,"['pop rock', 'soul', 'r&b', 'pop']",['atlantic'],"['cash cash', 'jesse shatkin', 'jessica ashley', 'jason halbert', 'mozella', 'craig kallman', 'jussifer', 'priscilla renea', 'mick schultz', 'michael pollack', 'kelly clarkson', 'greg kurstin', 'the monarch', 'ryan riback', 'nick ruth', 'fade majah', 'novaway']",Oct 27 2017,73.0
Ruminations,Conor Oberst,"['pop rock', 'indie rock']",['nonesuch'],['conor oberst'],Oct 14 2016,76.0
Dissociation,The Dillinger Escape Plan,"['pop rock', 'experimental rock', 'mathcore']","['party smasher', 'cooking vinyl']",['steve evetts'],Oct 14 2016,86.0
Walls,Kings of Leon,"['pop rock', 'rock']",['rca'],['markus dravs'],Oct 14 2016,62.0
Gameshow,Two Door Cinema Club,"['pop rock', 'indie rock']",['parlophone'],['jacknife lee'],Oct 14 2016,67.0
Nat King Cole & Me,Gregory Porter,['jazz'],"['blue note', 'decca']",,Oct 27 2017,71.0
"COW / Chill Out, World!",The Orb,"['dub', 'idm', 'electronic', 'electronica', 'chill out']",['kompakt'],['the orb'],Oct 14 2016,78.0
The Wave,Tom Chaplin,"['pop rock', 'pop']",['island'],['matt hales'],Oct 14 2016,72.0
Mad Love,JoJo,"['r&b', 'pop']",['atlantic'],"['mnek', 'michael kintish', 'jussifer', 'adp', 'ryan gray hawken', 'rock mafia', 'tj routon', 'josh monroy', 'oscar holter', 'seventyeight', 'matt friedman']",Oct 14 2016,70.0
Arctic Thunder,Darkthrone,"['pop rock', 'black metal']","['peaceville', 'peaceville records']",['darkthrone'],Oct 14 2016,76.0
Arms,Bell X1,"['pop rock', 'rock']","['bellyup', 'bellyup records']",['bell x1'],Oct 14 2016,81.0
Worry.,Jeff Rosenstock,"['alternative indie rock', 'indie rock', 'punk rock']",['sideonedummy'],['jack shirley'],Oct 14 2016,80.0
Requiem,Goat,"['pop rock', 'alternative rock', 'psychedelic']","['sub pop', 'rocket recordings']",,Oct 7 2016,75.0
Revolution Radio,Green Day,"['pop punk', 'pop rock', 'alternative rock', 'punk rock']",['reprise'],['green day'],Oct 7 2016,72.0
Three,Phantogram,"['electronic', 'pop']",['republic'],['ricky reed'],Oct 7 2016,64.0
Stay Together,Kaiser Chiefs,"['pop rock', 'indie rock', 'britpop']","['b unique', 'polydor', 'caroline']","['brian higgins', 'kaiser chiefs']",Oct 7 2016,59.0
Cody,Joyce Manor,"['pop punk', 'indie rock', 'pop rock', 'emo', 'punk rock']",['epitaph'],['rob schnapf'],Oct 7 2016,79.0
Friends,White Lies,"['pop rock', 'indie rock']","['bmg rights management', 'bmg']",['white lies'],Oct 7 2016,67.0
Day Breaks,Norah Jones,"['pop rock', 'jazz']",['blue note'],"['norah jones', 'eli wolf', 'sarah oda']",Oct 7 2016,77.0
13 Voices,Sum 41,"['pop punk', 'pop rock', 'alternative rock', 'alternative metal', 'punk rock']","['hopeless records', 'hopeless']",['deryck whibley'],Oct 7 2016,76.0
The Last Hero,Alter Bridge,"['hard rock', 'progressive metal', 'pop rock', 'alternative metal', 'heavy metal']","['alter bridge recordings', 'napalm', 'caroline']","['ben grosse', 'michael baskette']",Oct 7 2016,74.0
In the Now,Barry Gibb,"['pop rock', 'rock', 'country']",['columbia'],"['john merchant', 'barry gibb']",Oct 7 2016,58.0
First Ditch Effort,NOFX,"['punk', 'punk rock']",['fat wreck chords'],['cameron webb'],Oct 7 2016,78.0
4eva Is a Mighty Long Time,Big K.R.I.T.,"['hip hop', 'rap']","['multi alumni', 'bmg']","['mannie fresh', 'wlpwr', 'organized noize', 'cory mo', 'rogét chahayed', 'dj khalil', 'robert glasper', 'big k.r.i.t.', 'hey dj', 'supah mario', 'bēkon', 'terrace martin']",Oct 27 2017,80.0
Mothership,Dance Gavin Dance,"['pop rock', 'post hardcore', 'experimental rock']",['rise'],['kris crummett'],Oct 7 2016,78.0
The Violent Sleep of Reason,Meshuggah,"['pop rock', 'extreme metal', 'progressive metal', 'avant garde metal']",['nuclear blast'],"['tue madsen', 'meshuggah']",Oct 7 2016,83.0
Oh My My,OneRepublic,"['pop rock', 'pop']","['interscope', 'mosley']","['cassius', 'benny blanco', 'zach skelton', 'noel zancanella', 'brandon collins', 'ryan tedder', 'brent kutzle', 'mojaveghst', 'katalyst', 'steve wilmot']",Oct 7 2016,66.0
All Wet,Mr. Oizo,"['techno', 'electronic', 'electronic music']","['ed banger', 'ed banger records']",['mr. oizo'],Sept 30 2016,59.0
Blood Bitch,Jenny Hval,"['electronica', 'alternative indie rock', 'avant garde', 'art pop']",['sacred bones'],"['jenny hval', 'lasse marhaug']",Sept 30 2016,84.0
Beach House III,Ty Dolla $ign,"['hip hop', 'r&b']",['atlantic'],"['hitmaka', 'poo bear', 'jeff gitty', 'the audibles', 'ty dolla sign', 'peter lee johnson', 'dj mustard', 'sasha sirota', '30 roc', 'sons of sonix', 'hey dj', 'a1 bentley', 'pharrell williams', 'skrillex', 'mike dean', 'pluss', 'prince chrishan', 'bongo bytheway', 'mike will made it', '"" dmile""', 'james royo|', 'jake one', 'lee on the beats', 'southside', 'twice as nice', 'sam wish', 'mariibeatz']",Oct 27 2017,77.0
Head Carrier,Pixies,"['pop rock', 'alternative rock', 'indie rock']","['pixiesmusic', 'pias']",['tom dalgety'],Sept 30 2016,64.0
"22, A Million",Bon Iver,"['pop rock', 'indie folk', 'folktronica']",['jagjaguwar'],['justin vernon'],Sept 30 2016,87.0
American Band,Drive-By Truckers,"['pop rock', 'alternative rock', 'country rock', 'alternative country']",['ato'],['david barbe'],Sept 30 2016,88.0
Remember Us to Life,Regina Spektor,"['pop rock', 'alternative', 'pop']","['warner bros.', 'sire']",,Sept 30 2016,70.0
Keep Me Singing,Van Morrison,"['rock', 'na']",['caroline'],['van morrison'],Sept 30 2016,74.0
Toy,Yello,"['electronic dance music', 'electronic']","['universal', 'polydor']",['yello'],Sept 30 2016,74.0
Plunge,Fever Ray,"['experimental', 'pop rock', 'electropop']","['rabid', 'mute']","['deena abdelwahed', 'tami t', 'nídia', 'paula temple', 'fever ray', 'johannes berglund', 'peder mannerfelt']",Oct 27 2017,87.0
Take Control,Slaves,"['punk', 'hardcore punk', 'punk revival']",['virgin emi'],['mike d'],Sept 30 2016,72.0
Sorceress,Opeth,"['progressive rock', 'heavy metal', 'progressive metal']","['nuclear blast', 'moderbolaget']",['tom dalgety'],Sept 30 2016,81.0
The Altar,Banks,"['pop rock', 'alternative r&b']",['harvest'],"['dj dahi', 'john hill', 'chris spilfogel', 'danny boy styles', 'sohn', 'tim anderson', 'ben billions', 'al shux', 'aron forbes', 'the anmls']",Sept 30 2016,70.0
Yellowcard,Yellowcard,"['pop punk', 'alternative rock', 'emo pop']","['hopeless records', 'hopeless']",['neal avron'],Sept 30 2016,75.0
Blue Mountain,Bob Weir,"['folk', 'pop rock', 'rock', 'country']","['columbia', 'legacy']","['bob weir', 'josh kaufman']",Sept 30 2016,78.0
A Seat at the Table,Solange,"['neo soul', 'r&b']","['columbia', 'saint']","['troy johnson', 'adam bainbridge', 'raymond angry', 'q tip', 'patrick wimberly', 'sampha', 'questlove', 'raphael saadiq', 'majical cloudz', 'sir dylan', 'solange', 'dave sitek', 'kwes', 'bryndon cook', 'david longstreth', 'olugbenga adelekan']",Sept 30 2016,89.0
World Gone Mad,Suicidal Tendencies,"['pop rock', 'crossover thrash']","['suicidal', 'suicidal records']","['paul northfield', 'mike muir']",Sept 30 2016,55.0
Atrocity Exhibition,Danny Brown,"['experimental hip hop', 'rap']",['warp'],"['paul white', 'black milk', 'evian christ', 'playa haze', 'petite noir', 'the alchemist']",Sept 27 2016,85.0
Atrocity Exhibition,Danny Brown,"['hip hop', 'rap']",['warp'],"['paul white', 'black milk', 'evian christ', 'dj playa haze', 'petite noir', 'the alchemist']",Sept 30 2016,85.0
Ape In Pink Marble,Devendra Banhart,"['pop rock', 'indie', 'alternative', 'indie folk']","['nonesuch records', 'nonesuch']","['devendra banhart', 'noah georgeson', 'josiah steinbrick']",Sept 23 2016,78.0
Low Teens,Every Time I Die,"['southern rock', 'hardcore punk', 'metalcore', 'metal']",['epitaph'],['will putney'],Sept 23 2016,84.0
I Had a Dream That You Were Mine,Hamilton Leithauser + Rostam,"['pop rock', 'indie rock']","['glassnote entertainment group', 'glassnote']",['rostam batmanglij'],Sept 23 2016,82.0
A Loud Bash of Teenage Feelings,Beach Slang,"['pop rock', 'punk rock']","['polyvinyl', 'big scary monsters']",['dave downham'],Sept 23 2016,80.0
Heads Up,Warpaint,"['pop rock', 'indie rock']",['rough trade'],"['jacob bercovici', 'warpaint']",Sept 23 2016,74.0
Care,How to Dress Well,"['electronic', 'art pop']","['weird world', 'domino']","['kara lis coverdale', 'tom krell', 'jack antonoff', 'dre skull', 'cfcf']",Sept 23 2016,75.0
Chapter and Verse,Bruce Springsteen,"['pop rock', 'rock']",['columbia'],['bruce springsteen'],Sept 23 2016,78.0
Who Can I Be Now? (1974-1976) [Box Set],David Bowie,"['glam rock', 'art rock', 'contemporary pop rock']",['parlophone'],"['tony visconti', 'david bowie', 'harry maslin']",Sept 23 2016,92.0
Writing of Blues and Yellows,Billie Marten,"['pop rock', 'folk jazz']","['rca', 'rca victor', 'chess club records']",,Sept 23 2016,75.0
Broken Lines,Giraffe Tongue Orchestra,['pop rock'],"['party smasher', 'cooking vinyl']","['ross robinson', 'steve evetts']",Sept 23 2016,85.0
Breakin' Outta Hell,Airbourne,"['pop rock', 'hard rock']","['spinefarm records', 'spinefarm']",['bob marlette'],Sept 23 2016,80.0
Braver Than We Are,Meat Loaf,['pop rock'],"['429', '429 records', 'caroline international s&d']",['paul crook'],Sept 9 2016,70.0
Shape Shift with Me,Against Me!,"['pop rock', 'punk rock']","['total treble', 'total treble music']","['laura jane grace', 'marc hudson']",Sept 16 2016,79.0
Fixion,Trentemøller,['electronic'],['in my room'],,Sept 16 2016,66.0
I Remember,AlunaGeorge,"['pop rock', 'electronic']",['island'],"['zhu', 'dante jones', 'flume', 'mark ralph', 'utters', 'john hill', 'rock mafia', 'stint', 'yogi', 'alunageorge']",Sept 16 2016,70.0
Saturation III,BROCKHAMPTON,"['alternative hip hop', 'rap']","['question everything', 'inc. empire', 'brockhampton']",['brockhampton'],Dec 15 2017,82.0
Stage Four,Touche Amore,"['screamo', 'melodic hardcore', 'pop rock', 'emo', 'post hardcore']",['epitaph'],['brad wood'],Sept 16 2016,84.0
Hard II Love,Usher,"['hip hop', 'trap', 'r&b']",['rca'],"['tane runo', 'rock city', 'fisticuffs', 'tricky stewart', 'partynextdoor', 'usher raymond iv', 'frank dukes', 'kamo', '"" coup détat""', 'k major', 'j. hill', 'r!o', 'jaha johnson', 'carlos st. john', 'paul epworth', 'f a l l e n', 'metro boomin', 'xsdtrk', 'pop & oak', 'raphael saadiq', 'mark pitts', '"" dmile""', 'b. a. m.', 'geniuz league', 'the dream']",Sept 16 2016,74.0
Tidal Wave,Taking Back Sunday,"['rock', 'alternative rock', 'emo']","['hopeless records', 'hopeless']",['mike sapone'],Sept 16 2016,73.0
The  Divine Feminine,Mac Miller,"['hip hop', 'rap']",['warner bros.'],"['dâm funk', 'kaan gunesberk', 'dj dahi', 'tae beast', 'garcia bros.', 'vinylz', 'jmsn', 'musicman ty', 'frank dukes', 'pomo', 'aja grant', 'misterneek', 'id labs']",Sept 16 2016,70.0
All American Made,Margo Price,['country'],"['third man records', 'third man']","['matt ross spang', 'alex munoz']",Oct 20 2017,82.0
Mount Ninji and Da Nice Time Kid,Die Antwoord,"['alternative hip hop', 'electronic', 'rave']",['zef recordz'],['god (formerly dj hi tek)'],Sept 16 2016,55.0
Star Treatment,Wovenhand,['pop rock'],"['glitterhouse', 'sargent house']",,Sept 9 2016,82.0
Splendor & Misery,clipping.,"['experimental hip hop', 'rap']","['sub pop', 'sub pop records']","['william hutson', 'jonathan snipes']",Sept 9 2016,76.0
AIM,M.I.A.,"['hip hop', 'electronic']","['interscope', 'polydor']","['skrillex', 'blaqstarr', 'leo justi', 'spanker', 'mc renee', 'adp', 'joão barbosa', 'justus arison', 'richard x', 'the partysquad', 'polow da don', 'fakear', 'diplo', 'surkin', 'm.i.a.', 'levi lennox']",Sept 9 2016,65.0
Away,Okkervil River,"['pop rock', 'indie rock']",['ato'],['will sheff'],Sept 9 2016,78.0
Here,Teenage Fanclub,"['pop rock', 'alternative rock']",['merge'],,Sept 9 2016,79.0
Science Agrees,D.A.R.K.,['pop rock'],['cooking vinyl'],,May 27 2016,55.0
Acoustic Recordings 1998-2016,Jack White,"['blues', 'pop rock', 'acoustic']","['columbia', 'third man records', 'third man']","['beck', 't bone burnett', 'jack white', 'brendan benson']",Sept 9 2016,81.0
Kin,KT Tunstall,"['pop rock', 'pop']","['sony/atv music', 'caroline']",['tony hoffer'],Sept 9 2016,72.0
Wild World,Bastille,"['pop rock', 'indie pop']","['universal music group', 'virgin emi', 'capitol', 'virgin']","['mark crew', 'dan smith']",Sept 9 2016,73.0
Sunlit Youth,Local Natives,"['pop rock', 'indie rock']","['loma vista', 'infectious', 'loma vista recordings']","['bob kirwan', 'local natives', 'brian joseph', 'catherine marks', 'little dragon', 'lars stalfors']",Sept 9 2016,75.0
Skeleton Tree,Nick Cave and the Bad Seeds,"['ambient', 'pop rock', 'alternative rock', 'electronica', 'avant garde']","['bad seed ltd.', 'bad seeds ltd.']","['warren ellis', 'nick cave', 'nick launay']",Sept 9 2016,95.0
Transcendence,Devin Townsend Project,"['symphonic metal', 'pop rock', 'progressive rock', 'progressive metal']","['inside out music', 'hevydevy records']","['adam ""nolly"" getgood', 'devin townsend']",Sept 9 2016,78.0
Big Mess,Grouplove,"['pop rock', 'alternative rock', 'indie rock']","['canvasback', 'atlantic']","['phil ek', 'captain cuts', 'ryan rabin']",Sept 9 2016,64.0
Signs of Light,The Head and the Heart,"['pop rock', 'indie pop', 'indie rock', 'indie folk']",['warner bros.'],['jay joyce'],Sept 9 2016,62.0
Birds In The Trap Sing McKnight,Travis Scott,"['hip hop', 'rap']","['epic', 'grand hustle']","['cubeatz', 'murda beatz', 'allen ritter', 'cashmere cat', 'ricci rierra', 'wondagurl', 'frank dukes', 'yung exclusive', 'df', 't.i.', 't minus', 'vinylz', 'mel & mus', 'honorable c.n.o.t.e.', 'hit boy', 'mike dean', 'sy ari da kid', 'nav', 'daxz', 'teauxny', 'nisi', 'illa jones', 'boi 1da', 'rogét chahayed', 'tm88', 'travis scott', 'oz', 'cardo']",Sept 2 2016,64.0
My Woman,Angel Olsen,"['pop rock', 'psychedelic rock', 'garage rock', 'folk rock', 'dream pop']",['jagjaguwar'],"['angel olsen', 'justin raisen']",Sept 2 2016,87.0
False Readings On,Eluvium,['electronic'],['temporary residence'],,Sept 2 2016,81.0
Ultra,Zomby,['electronic'],['hyperdub'],,Sept 2 2016,71.0
Flicker,Niall Horan,"['pop rock', 'folk pop']","['neon haze', 'capitol']","['afterhrs', 'tms', 'julian bunetta', 'spike stent', 'greg kurstin', 'jacquire king']",Oct 20 2017,64.0
We Move,James Vincent McMorrow,"['folk', 'alternative r&b']","['burning rope', 'faction records', 'james mahogany books', 'believe recordings', 'mahogany books', 'ltd.']","['two inch punch', 'nineteen85', 'frank dukes', 'james vincent mcmorrow']",Sept 2 2016,77.0
Bad Vibrations,A Day to Remember,"['pop punk', 'pop rock', 'metalcore']","['adtr', 'epitaph', 'adtr records']","['jason livermore', 'bill stevenson']",Sept 2 2016,81.0
Mystère,La Femme,"['pop rock', 'psychedelic rock']","['born bad records', 'disque pointu']",,Sept 2 2016,79.0
Glasshouse,Jessie Ware,"['pop rock', 'rock']","['interscope', 'island']","['john ryan', 'benny blanco', 'sammy witte', 'two inch punch', 'hugo white', 'dave okumu', 'cashmere cat', 'jamie scott', 'felix white', 'bastian langebaek', 'fred ball', 'starsmith', 'julien bunetta', 'stint', 'happy perez', 'pop wansel', 'kid harpoon']",Oct 20 2017,72.0
and the Anonymous Nobody...,De La Soul,"['hip hop', 'rap']",['a.o.i. records'],"['the anonymous nobodies', 'de la soul', 'pete rock', 'supa dave west', 'kaveh rastegar', 'dave palmer', 'money mark', 'ethan phillips', 'joshua matthew lopez', 'davey chegwidden']",Aug 26 2016,77.0
Glory,Britney Spears,"['pop rock', 'dance pop']",['rca'],"['jason evigan', 'bloodpop', 'pat thrall', 'robopop', 'cashmere cat', 'burns', 'andrew goldstein', 'dj mustard', 'dan book', 'karen kwak', 'oscar görres', 'oak felder', 'young fyre', 'mattman & robin', 'alex nice', 'lance eric shipp', 'mischke', 'nick monson', 'twice as nice', 'jon asher', 'ian kirkpatrick']",Aug 26 2016,71.0
How to Be a Human Being,Glass Animals,"['pop rock', 'indie pop', 'alternative r&b', 'art pop']","['wolf tone', 'harvest', 'caroline international']","['dave bayley', 'john bettis']",Aug 26 2016,74.0
Between Waves,The Album Leaf,['pop rock'],"['relapse', 'relapse records']",,Aug 26 2016,75.0
No One Ever Really Dies,N.E.R.D,"['new wave', 'pop rock', 'post punk', 'hip hop', 'experimental hip hop']","['columbia', 'i am other']","['rhea dummett', 'pharrell williams', 'mike larson', 'chad hugo', 'kuk harrell']",Dec 15 2017,74.0
Blonde,Frank Ocean,"['na', 'r&b']","['def jam', '"" boys dont cry""', 'self released']","['michael uzowuru', 'rostam batmanglij', 'pharrell williams', 'bob ludwig', 'mike dean', 'frank ocean', 'vegyn', 'jamie xx', 'buddy ross', 'the creator', '"" ommas keith""', 'hudson mohawke', 'tyler']",Aug 20 2016,87.0
Endless,Frank Ocean,"['alternative hip hop', 'dream pop', 'na', 'alternative r&b']",['def jam'],"['joe thornalley', 'michael uzowuru', 'frank ocean', 'frank dukes', 'troy noka', 'stwo']",Aug 19 2016,74.0
Furnaces,Ed Harcourt,['pop rock'],['polydor'],['flood'],Aug 19 2016,82.0
At Swim,Lisa Hannigan,"['folk', 'pop rock', 'indie']","['ato', 'hoop recordings', 'pias']","['lisa hannigan', 'aaron dessner']",Aug 19 2016,80.0
Amnesty (I),Crystal Castles,"['electropunk', 'electronic', 'witch house']","['casablanca', 'fiction']","['ethan kath', 'jake lee']",Aug 19 2016,67.0
Innocence Reaches,Of Montreal,"['pop rock', 'indie rock']",['polyvinyl'],['kevin barnes'],Aug 12 2016,68.0
Your Wilderness,The Pineapple Thief,"['pop rock', 'alternative rock', 'progressive rock']",['kscope'],"['steve kitch', 'bruce soord']",Aug 12 2016,65.0
Home of the Strange,Young the Giant,"['pop rock', 'alternative rock', 'indie rock']",['fueled by ramen'],"['alex salibian', 'jeff bhasker']",Aug 12 2016,76.0
Give a Glimpse of What Yer Not,Dinosaur Jr.,"['pop rock', 'alternative rock', 'indie rock']",['jagjaguwar'],['j mascis'],Aug 5 2016,80.0
Boy King,Wild Beasts,"['synth pop', 'pop rock', 'art rock', 'art pop']",['domino'],['john congleton'],Aug 5 2016,78.0
